risk_event_id,shipment_id,warehouse_id,supplier_id,product_id,event_date,risk_category,risk_type,severity,impact_area,estimated_loss,status,root_cause,resolution_action,resolved_date
RSK001008,SHP003843,10,178,1944,05-06-2025,Supplier,Material Shortage,Low,Shipment,1186,Investigating,Vehicle mechanical failure,Expedited shipment,
RSK001009,SHP002154,2,178,1859,28-11-2025,Warehouse,Power Failure,Medium,Customer,15146,Mitigated,Poor demand forecasting,Increased safety stock,05-12-2025
RSK001010,SHP001692,2,225,2864,19-06-2025,Product Quality,Manufacturing Defect,Low,Warehouse,3619,Investigating,Warehouse power outage,Increased safety stock,
RSK001011,SHP014970,12,50,1742,27-12-2025,Transportation,Fuel Shortage,High,Customer,26068,Investigating,Customs clearance delay,Warehouse maintenance completed,
RSK001012,SHP007797,25,277,399,12-08-2025,Logistics,Route Blockage,Low,Customer,683,Mitigated,Incorrect inventory records,Additional quality inspection,26-08-2025
RSK001013,SHP013556,23,80,176,12-07-2025,Logistics,Shipment Delay,Medium,Warehouse,6006,Resolved,Packaging quality issue,Emergency procurement completed,23-07-2025
RSK001014,SHP000715,15,105,4459,04-12-2025,Warehouse,Power Failure,Medium,Customer,16346,Resolved,Warehouse power outage,Emergency procurement completed,10-12-2025
RSK001015,SHP011270,12,197,2717,31-03-2025,Inventory,Overstock,High,Customer,53760,Resolved,Heavy rainfall disrupted transport,Insurance claim initiated,06-04-2025
RSK001016,SHP012365,9,34,4147,05-06-2025,Logistics,Route Blockage,Low,Inventory,2150,Resolved,Customs clearance delay,Emergency procurement completed,11-06-2025
RSK001017,SHP003095,23,77,806,01-12-2025,Warehouse,Storage Capacity Full,High,Customer,91103,Investigating,Warehouse power outage,Route optimized,
RSK001018,SHP014028,16,354,4628,07-12-2025,Logistics,Route Blockage,Critical,Inventory,123843,Open,Incorrect inventory records,Increased safety stock,
RSK001019,SHP014344,1,42,4562,01-08-2025,Supplier,Material Shortage,Medium,Inventory,8042,Resolved,Incorrect inventory records,Assigned alternate supplier,08-08-2025
RSK001020,SHP013373,8,389,4940,20-09-2025,Logistics,Shipment Delay,High,Inventory,40125,Mitigated,Heavy rainfall disrupted transport,Insurance claim initiated,29-09-2025
RSK001021,SHP003026,15,12,3601,27-01-2025,Inventory,Overstock,Low,Customer,1173,Mitigated,Customs clearance delay,Increased safety stock,04-02-2025
RSK001022,SHP006434,4,285,3198,22-11-2025,Logistics,Lost Shipment,Medium,Customer,17324,Resolved,Vehicle mechanical failure,Emergency procurement completed,28-11-2025
RSK001023,SHP003578,11,261,908,09-03-2025,Inventory,Inventory Mismatch,Low,Inventory,4603,Mitigated,Vehicle mechanical failure,Additional quality inspection,10-03-2025
RSK001024,SHP006262,20,238,4734,27-07-2025,Logistics,Shipment Delay,Low,Inventory,4732,Resolved,Incorrect inventory records,Assigned alternate supplier,10-08-2025
RSK001025,SHP013436,24,156,3605,16-01-2025,Warehouse,Power Failure,Medium,Warehouse,24807,Investigating,Poor demand forecasting,Increased safety stock,
RSK001026,SHP005273,19,30,1277,21-02-2025,Transportation,Vehicle Breakdown,Low,Customer,1066,Mitigated,Warehouse power outage,Emergency procurement completed,07-03-2025
RSK001027,SHP004100,7,152,2340,08-03-2025,Logistics,Wrong Delivery,High,Customer,66314,Mitigated,Warehouse power outage,Emergency procurement completed,16-03-2025
RSK001028,SHP007237,14,494,3546,25-11-2025,Logistics,Route Blockage,Low,Inventory,2923,Investigating,Warehouse power outage,Route optimized,
RSK001029,SHP003241,14,449,2609,24-01-2025,Inventory,Inventory Mismatch,Low,Supplier,1260,Resolved,Poor demand forecasting,Additional quality inspection,30-01-2025
RSK001030,SHP007549,25,184,4007,09-09-2025,Logistics,Lost Shipment,Critical,Warehouse,442102,Resolved,Heavy rainfall disrupted transport,Increased safety stock,11-09-2025
RSK001031,SHP006058,11,43,1705,06-01-2025,Logistics,Route Blockage,Low,Supplier,2894,Resolved,Supplier production delay,Additional quality inspection,16-01-2025
RSK001032,SHP010099,7,282,62,27-10-2025,Logistics,Lost Shipment,Low,Supplier,3375,Resolved,Incorrect inventory records,Emergency procurement completed,01-11-2025
RSK001033,SHP010848,5,49,3208,26-12-2025,Warehouse,Power Failure,Low,Warehouse,4412,Open,Heavy rainfall disrupted transport,Assigned alternate supplier,
RSK001034,SHP009866,17,12,3759,12-11-2025,Supplier,Late Delivery,High,Customer,78860,Mitigated,Warehouse power outage,Route optimized,21-11-2025
RSK001035,SHP005252,22,145,3539,28-09-2025,Weather,Heavy Rain,Medium,Inventory,9207,Resolved,Poor demand forecasting,Insurance claim initiated,29-09-2025
RSK001036,SHP009873,22,309,1993,24-02-2025,Warehouse,Equipment Failure,Medium,Shipment,24823,Investigating,Warehouse power outage,Emergency procurement completed,
RSK001037,SHP013415,25,336,122,01-03-2025,Warehouse,Power Failure,Low,Customer,517,Resolved,Vehicle mechanical failure,Increased safety stock,15-03-2025
RSK001038,SHP008426,8,233,2082,05-10-2025,Inventory,Overstock,Low,Supplier,2177,Mitigated,Vehicle mechanical failure,Expedited shipment,17-10-2025
RSK001039,SHP005816,18,11,4723,30-04-2025,Inventory,Inventory Mismatch,Medium,Supplier,18418,Resolved,Warehouse power outage,Increased safety stock,02-05-2025
RSK001040,SHP005038,16,444,2848,21-05-2025,Logistics,Wrong Delivery,Low,Supplier,1817,Resolved,Vehicle mechanical failure,Route optimized,29-05-2025
RSK001041,SHP006974,3,260,1687,08-05-2025,Inventory,Overstock,High,Warehouse,58924,Investigating,Incorrect inventory records,Increased safety stock,
RSK001042,SHP005556,20,57,1214,31-01-2025,Warehouse,Fire Alarm,Medium,Supplier,13340,Mitigated,Supplier production delay,Emergency procurement completed,02-02-2025
RSK001043,SHP006230,2,145,2579,21-06-2025,Logistics,Lost Shipment,Low,Warehouse,2885,Resolved,Heavy rainfall disrupted transport,Assigned alternate supplier,29-06-2025
RSK001044,SHP012799,15,206,4147,05-12-2025,Warehouse,Equipment Failure,Medium,Customer,12204,Resolved,Incorrect inventory records,Assigned alternate supplier,10-12-2025
RSK001045,SHP008629,21,35,4419,27-01-2025,Warehouse,Power Failure,High,Inventory,51923,Open,Supplier production delay,Insurance claim initiated,
RSK001046,SHP004943,12,65,169,02-05-2025,Logistics,Shipment Delay,Medium,Customer,18885,Mitigated,Packaging quality issue,Additional quality inspection,10-05-2025
RSK001047,SHP009117,22,27,210,16-05-2025,Weather,Cyclone,High,Warehouse,89410,Resolved,Heavy rainfall disrupted transport,Increased safety stock,26-05-2025
RSK001048,SHP002927,3,295,3014,12-04-2025,Inventory,Inventory Mismatch,Medium,Warehouse,17413,Mitigated,Heavy rainfall disrupted transport,Additional quality inspection,25-04-2025
RSK001049,SHP009812,21,374,1724,19-11-2025,Weather,Cyclone,Medium,Customer,11295,Resolved,Packaging quality issue,Expedited shipment,26-11-2025
RSK001050,SHP012413,16,41,4512,10-01-2025,Warehouse,Fire Alarm,Medium,Warehouse,8587,Mitigated,Poor demand forecasting,Warehouse maintenance completed,19-01-2025
RSK001051,SHP014626,25,108,866,17-09-2025,Logistics,Shipment Delay,Low,Customer,1796,Mitigated,Customs clearance delay,Emergency procurement completed,18-09-2025
RSK001052,SHP002303,23,208,3033,29-07-2025,Warehouse,Fire Alarm,High,Shipment,70571,Mitigated,Packaging quality issue,Emergency procurement completed,11-08-2025
RSK001053,SHP004314,24,290,4030,26-04-2025,Inventory,Stockout,Medium,Inventory,22587,Open,Warehouse power outage,Route optimized,
RSK001054,SHP012048,19,51,3708,23-07-2025,Supplier,Material Shortage,Critical,Supplier,435844,Resolved,Supplier production delay,Additional quality inspection,01-08-2025
RSK001055,SHP007204,22,449,3922,16-11-2025,Product Quality,Manufacturing Defect,Low,Supplier,4649,Resolved,Vehicle mechanical failure,Route optimized,20-11-2025
RSK001056,SHP011686,14,100,97,22-07-2025,Inventory,Overstock,High,Customer,27930,Investigating,Heavy rainfall disrupted transport,Emergency procurement completed,
RSK001057,SHP004301,5,222,1397,05-05-2025,Inventory,Overstock,Low,Shipment,4381,Mitigated,Incorrect inventory records,Assigned alternate supplier,09-05-2025
RSK001058,SHP013496,21,282,4099,29-06-2025,Logistics,Route Blockage,High,Shipment,78725,Resolved,Poor demand forecasting,Insurance claim initiated,01-07-2025
RSK001059,SHP007303,14,160,1325,10-06-2025,Logistics,Wrong Delivery,Medium,Customer,21602,Open,Customs clearance delay,Insurance claim initiated,
RSK001060,SHP006924,9,127,3122,17-09-2025,Product Quality,Manufacturing Defect,Low,Supplier,3563,Resolved,Customs clearance delay,Insurance claim initiated,18-09-2025
RSK001061,SHP005564,23,230,275,23-11-2025,Inventory,Stockout,Medium,Inventory,11364,Resolved,Packaging quality issue,Expedited shipment,27-11-2025
RSK001062,SHP014612,25,19,2081,30-01-2025,Supplier,Material Shortage,Low,Inventory,1246,Investigating,Customs clearance delay,Assigned alternate supplier,
RSK001063,SHP003880,2,88,3169,28-12-2025,Product Quality,Manufacturing Defect,Medium,Shipment,13732,Resolved,Poor demand forecasting,Assigned alternate supplier,30-12-2025
RSK001064,SHP014010,17,96,3445,12-05-2025,Warehouse,Equipment Failure,High,Inventory,52207,Investigating,Vehicle mechanical failure,Increased safety stock,
RSK001065,SHP003661,23,27,969,05-09-2025,Logistics,Route Blockage,High,Warehouse,56125,Investigating,Vehicle mechanical failure,Assigned alternate supplier,
RSK001066,SHP003997,22,470,1851,18-10-2025,Supplier,Supplier Capacity Issue,Low,Shipment,4408,Investigating,Packaging quality issue,Emergency procurement completed,
RSK001067,SHP008596,18,462,740,03-01-2025,Logistics,Wrong Delivery,High,Inventory,37260,Resolved,Customs clearance delay,Assigned alternate supplier,08-01-2025
RSK001068,SHP008744,7,44,4011,28-07-2025,Weather,Flood,Medium,Warehouse,12248,Resolved,Heavy rainfall disrupted transport,Increased safety stock,29-07-2025
RSK001069,SHP011496,1,338,235,29-01-2025,Supplier,Material Shortage,Medium,Supplier,24962,Resolved,Supplier production delay,Additional quality inspection,03-02-2025
RSK001070,SHP011532,12,376,842,27-08-2025,Logistics,Shipment Delay,Low,Customer,2860,Resolved,Warehouse power outage,Route optimized,03-09-2025
RSK001071,SHP012856,20,75,3962,22-10-2025,Inventory,Stockout,Low,Customer,2359,Open,Supplier production delay,Warehouse maintenance completed,
RSK001072,SHP006614,24,218,2532,27-01-2025,Logistics,Wrong Delivery,Medium,Shipment,21580,Resolved,Warehouse power outage,Emergency procurement completed,04-02-2025
RSK001073,SHP008056,18,231,1181,25-10-2025,Warehouse,Power Failure,High,Supplier,76731,Resolved,Customs clearance delay,Additional quality inspection,01-11-2025
RSK001074,SHP006802,24,2,3438,02-07-2025,Inventory,Overstock,Low,Customer,771,Resolved,Poor demand forecasting,Warehouse maintenance completed,14-07-2025
RSK001075,SHP000117,19,61,377,11-12-2025,Product Quality,Packaging Damage,Medium,Customer,10664,Resolved,Customs clearance delay,Route optimized,14-12-2025
RSK001076,SHP006833,8,262,1196,31-08-2025,Logistics,Wrong Delivery,Low,Inventory,4600,Resolved,Supplier production delay,Assigned alternate supplier,06-09-2025
RSK001077,SHP014063,19,444,1758,28-04-2025,Logistics,Lost Shipment,Medium,Warehouse,12191,Resolved,Poor demand forecasting,Emergency procurement completed,07-05-2025
RSK001078,SHP001570,5,395,2350,04-04-2025,Logistics,Shipment Delay,Medium,Shipment,24446,Resolved,Supplier production delay,Increased safety stock,14-04-2025
RSK001079,SHP011328,5,402,122,20-12-2025,Inventory,Inventory Mismatch,Low,Warehouse,1433,Resolved,Incorrect inventory records,Warehouse maintenance completed,25-12-2025
RSK001080,SHP005539,12,445,4124,01-08-2025,Logistics,Wrong Delivery,Medium,Customer,6030,Investigating,Customs clearance delay,Emergency procurement completed,
RSK001081,SHP012125,25,437,4921,11-01-2025,Logistics,Lost Shipment,Low,Shipment,4737,Resolved,Incorrect inventory records,Emergency procurement completed,22-01-2025
RSK001082,SHP002127,4,229,3093,02-05-2025,Weather,Heavy Rain,Low,Shipment,4136,Resolved,Warehouse power outage,Warehouse maintenance completed,14-05-2025
RSK001083,SHP013892,11,174,4474,21-07-2025,Weather,Cyclone,Critical,Warehouse,468099,Resolved,Heavy rainfall disrupted transport,Increased safety stock,01-08-2025
RSK001084,SHP002742,20,345,4429,22-01-2025,Logistics,Shipment Delay,Medium,Supplier,13853,Resolved,Supplier production delay,Route optimized,03-02-2025
RSK001085,SHP001485,13,334,448,03-09-2025,Warehouse,Fire Alarm,Medium,Shipment,20724,Resolved,Customs clearance delay,Insurance claim initiated,07-09-2025
RSK001086,SHP007188,2,169,1887,25-05-2025,Logistics,Route Blockage,Low,Warehouse,4347,Resolved,Packaging quality issue,Warehouse maintenance completed,04-06-2025
RSK001087,SHP012874,7,239,1899,28-09-2025,Inventory,Stockout,Medium,Inventory,5646,Investigating,Customs clearance delay,Route optimized,
RSK001088,SHP011001,10,336,1812,22-05-2025,Product Quality,Manufacturing Defect,Medium,Customer,8374,Resolved,Poor demand forecasting,Additional quality inspection,04-06-2025
RSK001089,SHP011478,25,441,354,27-07-2025,Logistics,Shipment Delay,Medium,Inventory,14723,Resolved,Vehicle mechanical failure,Increased safety stock,10-08-2025
RSK001090,SHP013753,16,328,531,10-03-2025,Product Quality,Damaged Goods,High,Customer,43360,Resolved,Packaging quality issue,Assigned alternate supplier,22-03-2025
RSK001091,SHP005324,4,135,4218,06-04-2025,Logistics,Lost Shipment,Low,Customer,3458,Investigating,Customs clearance delay,Expedited shipment,
RSK001092,SHP001806,20,240,2855,22-01-2025,Supplier,Supplier Capacity Issue,Medium,Supplier,20286,Investigating,Incorrect inventory records,Route optimized,
RSK001093,SHP012533,9,410,1650,04-01-2025,Product Quality,Packaging Damage,Medium,Customer,20622,Resolved,Customs clearance delay,Insurance claim initiated,11-01-2025
RSK001094,SHP002951,23,413,313,12-05-2025,Supplier,Material Shortage,Medium,Warehouse,5494,Resolved,Heavy rainfall disrupted transport,Warehouse maintenance completed,25-05-2025
RSK001095,SHP013163,16,172,2301,10-10-2025,Warehouse,Power Failure,Low,Supplier,2287,Resolved,Heavy rainfall disrupted transport,Assigned alternate supplier,18-10-2025
RSK001096,SHP004392,20,423,1572,09-10-2025,Supplier,Supplier Capacity Issue,Medium,Supplier,20492,Resolved,Customs clearance delay,Insurance claim initiated,22-10-2025
RSK001097,SHP008984,16,65,785,04-09-2025,Inventory,Inventory Mismatch,Low,Warehouse,1394,Resolved,Poor demand forecasting,Emergency procurement completed,05-09-2025
RSK001098,SHP012847,14,435,2185,23-09-2025,Inventory,Inventory Mismatch,Critical,Inventory,221862,Resolved,Warehouse power outage,Emergency procurement completed,25-09-2025
RSK001099,SHP009869,5,153,4829,23-04-2025,Warehouse,Fire Alarm,Low,Shipment,2199,Resolved,Supplier production delay,Warehouse maintenance completed,26-04-2025
RSK001100,SHP009028,23,338,4711,14-04-2025,Weather,Cyclone,Low,Customer,4238,Resolved,Heavy rainfall disrupted transport,Route optimized,15-04-2025
RSK001101,SHP000076,21,110,692,07-09-2025,Inventory,Overstock,Low,Warehouse,811,Mitigated,Supplier production delay,Route optimized,13-09-2025
RSK001102,SHP009688,20,394,1677,27-10-2025,Logistics,Route Blockage,Medium,Supplier,16000,Resolved,Poor demand forecasting,Insurance claim initiated,06-11-2025
RSK001103,SHP005599,11,249,3344,06-05-2025,Logistics,Lost Shipment,Medium,Supplier,5684,Resolved,Incorrect inventory records,Route optimized,20-05-2025
RSK001104,SHP005657,2,416,192,25-04-2025,Logistics,Wrong Delivery,Low,Inventory,3514,Resolved,Incorrect inventory records,Expedited shipment,29-04-2025
RSK001105,SHP013854,7,22,1803,10-06-2025,Supplier,Late Delivery,Low,Customer,1001,Resolved,Incorrect inventory records,Insurance claim initiated,20-06-2025
RSK001106,SHP009751,13,198,4488,14-09-2025,Warehouse,Power Failure,Low,Shipment,4683,Mitigated,Poor demand forecasting,Assigned alternate supplier,27-09-2025
RSK001107,SHP003281,4,6,1845,26-11-2025,Warehouse,Storage Capacity Full,Low,Inventory,4417,Investigating,Heavy rainfall disrupted transport,Increased safety stock,
RSK001108,SHP009619,6,150,3190,07-04-2025,Supplier,Late Delivery,High,Supplier,47593,Mitigated,Warehouse power outage,Additional quality inspection,10-04-2025
RSK001109,SHP012153,21,451,2015,22-01-2025,Logistics,Lost Shipment,Low,Inventory,2906,Resolved,Customs clearance delay,Insurance claim initiated,25-01-2025
RSK001110,SHP013393,16,294,440,12-04-2025,Inventory,Overstock,Low,Customer,4933,Resolved,Warehouse power outage,Emergency procurement completed,19-04-2025
RSK001111,SHP007175,11,295,2495,04-03-2025,Logistics,Wrong Delivery,High,Warehouse,48616,Resolved,Supplier production delay,Additional quality inspection,12-03-2025
RSK001112,SHP011523,23,366,3978,26-03-2025,Inventory,Stockout,Low,Supplier,3046,Resolved,Warehouse power outage,Additional quality inspection,27-03-2025
RSK001113,SHP002488,6,113,3841,03-12-2025,Logistics,Wrong Delivery,Medium,Warehouse,17409,Resolved,Poor demand forecasting,Assigned alternate supplier,08-12-2025
RSK001114,SHP013643,21,199,4410,09-08-2025,Warehouse,Fire Alarm,Low,Inventory,3986,Resolved,Customs clearance delay,Increased safety stock,22-08-2025
RSK001115,SHP009914,10,391,4658,16-02-2025,Supplier,Late Delivery,Medium,Supplier,24665,Resolved,Vehicle mechanical failure,Route optimized,23-02-2025
RSK001116,SHP012480,17,4,4233,23-05-2025,Warehouse,Equipment Failure,Low,Warehouse,2536,Resolved,Incorrect inventory records,Expedited shipment,03-06-2025
RSK001117,SHP009430,24,281,1762,13-02-2025,Supplier,Late Delivery,Medium,Shipment,17098,Resolved,Vehicle mechanical failure,Warehouse maintenance completed,21-02-2025
