shipment_id,order_id,warehouse_id,shipping_city,shipping_state,shipping_partner,shipped_date,expected_delivery_date,actual_delivery_date,shipment_status,delivery_days,shipping_cost,shipment_priority,tracking_status,delay_reason,delivery_rating,customer_feedback,is_on_time
SHP003100,ORD003100,4,Anantapuram, Meghalaya,Delhivery,14-01-2025,18-01-2025,18-01-2025,Delivered,4,352.4,Standard,Delivered,,5,Excellent,Yes
SHP003101,ORD003101,19,Chennai, Meghalaya,Delhivery,27-05-2026,02-06-2026,01-06-2026,Delivered,5,269.94,Standard,Delivered,,4,Good,Yes
SHP003102,ORD003102,25,Mau, Uttar Pradesh,DTDC,12-04-2025,18-04-2025,17-04-2025,Delivered,5,821,Standard,Delivered,,4,Good,Yes
SHP003103,ORD003103,19,Coimbatore, Assam,XpressBees,30-04-2025,06-05-2025,06-05-2025,Delivered,6,911,Standard,Delivered,,5,Excellent,Yes
SHP003104,ORD003104,4,Bikaner, Chhattisgarh,Blue Dart,05-10-2024,09-10-2024,,In Transit,,922.9,Standard,Arrived at Hub,,,,Pending
SHP003105,ORD003105,22,Katni, Manipur,Delhivery,15-08-2024,19-08-2024,20-08-2024,Delivered,5,99.45,Standard,Delivered,,3,Average,No
SHP003106,ORD003106,19,Ghaziabad, Punjab,Delhivery,24-10-2025,26-10-2025,,In Transit,,896.83,Standard,Arrived at Hub,,,,Pending
SHP003107,ORD003107,12,Thane, Kerala,Ekart Logistics,18-04-2026,22-04-2026,,In Transit,,200.87,Express,Arrived at Hub,,,,Pending
SHP003108,ORD003108,8,Fatehpur, Nagaland,Ekart Logistics,02-09-2025,06-09-2025,05-09-2025,Delivered,3,225.87,Standard,Delivered,,5,Excellent,Yes
SHP003109,ORD003109,23,Jaunpur, Goa,XpressBees,21-10-2024,28-10-2024,29-10-2024,Returned,8,496.8,Express,Returned to Warehouse,,4,Good,No
SHP003110,ORD003110,5,Navi Mumbai, Jharkhand,India Post,08-09-2025,15-09-2025,18-09-2025,Returned,10,534.2,Standard,Returned to Warehouse,,4,Good,No
SHP003111,ORD003111,1,Kalyan-Dombivli, Odisha,XpressBees,06-10-2025,12-10-2025,14-10-2025,Returned,8,597.86,Standard,Returned to Warehouse,,2,Poor,No
SHP003112,ORD003112,7,Moradabad, Haryana,Delhivery,20-02-2025,26-02-2025,25-02-2025,Delivered,5,106.4,Standard,Delivered,,3,Average,Yes
SHP003113,ORD003113,22,Hindupur, Karnataka,Delhivery,16-08-2025,19-08-2025,20-08-2025,Delivered,4,328.07,Standard,Delivered,,1,Very Poor,No
SHP003114,ORD003114,19,Avadi, Himachal Pradesh,Delhivery,17-05-2025,23-05-2025,,In Transit,,323.28,Standard,Arrived at Hub,,,,Pending
SHP003115,ORD003115,4,Raichur, Mizoram,Blue Dart,20-07-2026,25-07-2026,25-07-2026,Delivered,5,665.92,Express,Delivered,,2,Poor,Yes
SHP003116,ORD003116,4,Machilipatnam, Nagaland,XpressBees,23-02-2025,01-03-2025,28-02-2025,Delivered,5,759.45,Standard,Delivered,,3,Average,Yes
SHP003117,ORD003117,19,Jaipur, Chhattisgarh,XpressBees,27-10-2024,03-11-2024,04-11-2024,Delivered,8,163.98,Standard,Delivered,,3,Average,No
SHP003118,ORD003118,5,Bijapur, Andhra Pradesh,XpressBees,02-05-2025,04-05-2025,03-05-2025,Delivered,1,998.24,Standard,Delivered,,5,Excellent,Yes
SHP003119,ORD003119,24,Gandhidham, Uttar Pradesh,Delhivery,26-10-2025,02-11-2025,02-11-2025,Delivered,7,176.31,Standard,Delivered,,3,Average,Yes
SHP003120,ORD003120,4,Maheshtala, Nagaland,XpressBees,16-02-2025,18-02-2025,,Lost,,669.26,Standard,Shipment Lost,Supplier Delay,,,Pending
SHP003121,ORD003121,23,Muzaffarpur, Tamil Nadu,Blue Dart,26-06-2025,01-07-2025,02-07-2025,Returned,6,374.29,Standard,Returned to Warehouse,,5,Excellent,No
SHP003122,ORD003122,5,Tenali, Madhya Pradesh,Blue Dart,07-05-2026,14-05-2026,15-05-2026,Returned,8,875.36,Standard,Returned to Warehouse,,3,Average,No
SHP003123,ORD003123,14,Thiruvananthapuram, Rajasthan,Blue Dart,24-04-2025,01-05-2025,02-05-2025,Delivered,8,696.3,Standard,Delivered,,3,Average,No
SHP003124,ORD003124,7,Motihari, Chhattisgarh,Delhivery,03-02-2025,06-02-2025,05-02-2025,Delivered,2,419.75,Standard,Delivered,,4,Good,Yes
SHP003125,ORD003125,22,Hubli–Dharwad, Nagaland,Delhivery,01-06-2026,04-06-2026,04-06-2026,Delivered,3,514.47,Same Day,Delivered,,5,Excellent,Yes
SHP003126,ORD003126,2,Jodhpur, Odisha,Delhivery,02-10-2025,04-10-2025,06-10-2025,Returned,4,490.4,Standard,Returned to Warehouse,,5,Excellent,No
SHP003127,ORD003127,2,Kamarhati, Manipur,Delhivery,18-04-2026,23-04-2026,,In Transit,,548.07,Standard,Arrived at Hub,,,,Pending
SHP003128,ORD003128,4,Srinagar, Chhattisgarh,Blue Dart,29-12-2025,01-01-2026,01-01-2026,Delivered,3,315.36,Same Day,Delivered,,4,Good,Yes
SHP003129,ORD003129,1,Gurgaon, Telangana,Blue Dart,07-02-2025,13-02-2025,12-02-2025,Delivered,5,607.16,Standard,Delivered,,3,Average,Yes
SHP003130,ORD003130,21,Sasaram, Maharashtra,Delhivery,27-04-2026,30-04-2026,,Out for Delivery,,704.01,Standard,Out for Delivery,,,,Pending
SHP003131,ORD003131,16,Kishanganj, Haryana,Blue Dart,11-04-2026,15-04-2026,14-04-2026,Delivered,3,506.33,Express,Delivered,,4,Good,Yes
SHP003132,ORD003132,5,Tadepalligudem, Karnataka,Delhivery,08-07-2026,15-07-2026,,In Transit,,511.61,Express,Arrived at Hub,,,,Pending
SHP003133,ORD003133,18,Jamnagar, Assam,XpressBees,08-06-2026,15-06-2026,14-06-2026,Delivered,6,154.33,Express,Delivered,,3,Average,Yes
SHP003134,ORD003134,17,Mirzapur, Gujarat,DTDC,29-06-2025,03-07-2025,,In Transit,,868.9,Standard,Arrived at Hub,,,,Pending
SHP003135,ORD003135,10,Bhiwani, Arunachal Pradesh,Shadowfax,04-07-2026,09-07-2026,10-07-2026,Returned,6,109.82,Same Day,Returned to Warehouse,,3,Average,No
SHP003136,ORD003136,4,Pimpri-Chinchwad, West Bengal,XpressBees,05-09-2025,09-09-2025,11-09-2025,Returned,6,819.22,Standard,Returned to Warehouse,,3,Average,No
SHP003137,ORD003137,22,Bhatpara, Himachal Pradesh,Ekart Logistics,06-07-2025,12-07-2025,,In Transit,,595.69,Same Day,Arrived at Hub,,,,Pending
SHP003138,ORD003138,6,Mira-Bhayandar, Arunachal Pradesh,Shadowfax,04-03-2025,10-03-2025,,Out for Delivery,,53.2,Express,Out for Delivery,,,,Pending
SHP003139,ORD003139,11,Nellore, Himachal Pradesh,Delhivery,17-02-2026,23-02-2026,23-02-2026,Delivered,6,589.55,Express,Delivered,,4,Good,Yes
SHP003140,ORD003140,7,Siwan, Madhya Pradesh,XpressBees,18-05-2026,20-05-2026,23-05-2026,Returned,5,341.02,Standard,Returned to Warehouse,,3,Average,No
SHP003141,ORD003141,9,Munger, Tamil Nadu,DTDC,11-02-2025,15-02-2025,,In Transit,,606.88,Standard,Arrived at Hub,,,,Pending
SHP003142,ORD003142,22,Firozabad, Assam,Blue Dart,21-04-2026,27-04-2026,28-04-2026,Delivered,7,389.04,Standard,Delivered,,3,Average,No
SHP003143,ORD003143,20,Ahmedabad, Uttar Pradesh,Blue Dart,13-02-2026,16-02-2026,16-02-2026,Delivered,3,93.51,Standard,Delivered,,4,Good,Yes
SHP003144,ORD003144,16,Ghaziabad, Uttarakhand,Delhivery,30-12-2025,05-01-2026,,In Transit,,366.76,Standard,Arrived at Hub,,,,Pending
SHP003145,ORD003145,18,Jamalpur, Himachal Pradesh,DTDC,19-10-2024,26-10-2024,,In Transit,,122.45,Express,Arrived at Hub,,,,Pending
SHP003146,ORD003146,5,Udupi, Arunachal Pradesh,Delhivery,22-04-2026,27-04-2026,,In Transit,,873.22,Standard,Arrived at Hub,,,,Pending
SHP003147,ORD003147,14,Sambalpur, Chhattisgarh,India Post,04-11-2025,11-11-2025,10-11-2025,Delivered,6,147.48,Standard,Delivered,,3,Average,Yes
SHP003148,ORD003148,18,New Delhi, West Bengal,Delhivery,24-11-2024,01-12-2024,30-11-2024,Delivered,6,259.7,Standard,Delivered,,1,Very Poor,Yes
SHP003149,ORD003149,12,Mango, Manipur,DTDC,22-04-2026,26-04-2026,,In Transit,,61.11,Standard,Arrived at Hub,,,,Pending
SHP003150,ORD003150,4,Ozhukarai, Assam,Ekart Logistics,01-07-2026,08-07-2026,09-07-2026,Delivered,8,895.31,Standard,Delivered,,4,Good,No
SHP003151,ORD003151,3,Delhi, Madhya Pradesh,Ecom Express,14-03-2026,17-03-2026,18-03-2026,Delivered,4,162.84,Standard,Delivered,,3,Average,No
SHP003152,ORD003152,20,Nellore, Himachal Pradesh,Delhivery,16-09-2025,23-09-2025,24-09-2025,Delivered,8,941.36,Express,Delivered,,5,Excellent,No
SHP003153,ORD003153,16,Indore, Karnataka,XpressBees,20-02-2026,24-02-2026,25-02-2026,Delivered,5,208.69,Express,Delivered,,4,Good,No
SHP003154,ORD003154,24,Malda, Uttarakhand,Ekart Logistics,15-07-2025,20-07-2025,19-07-2025,Delivered,4,805.94,Standard,Delivered,,5,Excellent,Yes
SHP003155,ORD003155,4,Jalgaon, Kerala,Ekart Logistics,06-11-2024,12-11-2024,,In Transit,,603.74,Standard,Arrived at Hub,,,,Pending
SHP003156,ORD003156,9,Alappuzha, Andhra Pradesh,Blue Dart,10-03-2025,15-03-2025,18-03-2025,Returned,8,381.51,Standard,Returned to Warehouse,,4,Good,No
SHP003157,ORD003157,15,Eluru, Maharashtra,Delhivery,20-03-2025,27-03-2025,26-03-2025,Delivered,6,75.55,Express,Delivered,,4,Good,Yes
SHP003158,ORD003158,21,Sri Ganganagar, Manipur,Delhivery,04-09-2025,06-09-2025,09-09-2025,Returned,5,311.5,Express,Returned to Warehouse,,4,Good,No
SHP003159,ORD003159,6,Mango, Manipur,Delhivery,16-11-2024,23-11-2024,22-11-2024,Delivered,6,745.82,Standard,Delivered,,4,Good,Yes
SHP003160,ORD003160,7,Berhampur, Arunachal Pradesh,XpressBees,15-01-2025,18-01-2025,18-01-2025,Delivered,3,487.81,Express,Delivered,,4,Good,Yes
SHP003161,ORD003161,8,Shivpuri, West Bengal,Ekart Logistics,07-03-2025,10-03-2025,09-03-2025,Delivered,2,161.98,Standard,Delivered,,3,Average,Yes
SHP003162,ORD003162,7,Malda, Bihar,XpressBees,29-11-2025,06-12-2025,,In Transit,,768.76,Standard,Arrived at Hub,,,,Pending
SHP003163,ORD003163,22,Kishanganj, Telangana,Ekart Logistics,09-07-2025,12-07-2025,13-07-2025,Delivered,4,110.1,Express,Delivered,,3,Average,No
SHP003164,ORD003164,16,Kadapa, Sikkim,DTDC,15-03-2026,17-03-2026,16-03-2026,Delivered,1,405.81,Standard,Delivered,,3,Average,Yes
SHP003165,ORD003165,22,Kumbakonam, Odisha,Delhivery,31-08-2024,02-09-2024,,In Transit,,776.2,Standard,Arrived at Hub,,,,Pending
SHP003166,ORD003166,5,Jaunpur, Meghalaya,Ecom Express,29-01-2025,31-01-2025,31-01-2025,Delivered,2,267.79,Standard,Delivered,,5,Excellent,Yes
SHP003167,ORD003167,9,Vellore, Mizoram,XpressBees,10-05-2025,16-05-2025,17-05-2025,Delivered,7,577.25,Standard,Delivered,,3,Average,No
SHP003168,ORD003168,19,Korba, Haryana,India Post,21-04-2026,25-04-2026,25-04-2026,Delivered,4,199.53,Standard,Delivered,,1,Very Poor,Yes
SHP003169,ORD003169,18,Bhusawal, Nagaland,DTDC,24-11-2025,29-11-2025,,In Transit,,453.64,Standard,Arrived at Hub,,,,Pending
SHP003170,ORD003170,15,Bareilly, Bihar,Ekart Logistics,12-07-2025,16-07-2025,16-07-2025,Delivered,4,625.97,Standard,Delivered,,3,Average,Yes
SHP003171,ORD003171,25,Danapur, Telangana,Blue Dart,27-06-2026,30-06-2026,,In Transit,,435.53,Standard,Arrived at Hub,,,,Pending
SHP003172,ORD003172,18,Ambala, Tripura,XpressBees,10-02-2026,12-02-2026,13-02-2026,Delivered,3,159.58,Express,Delivered,,4,Good,No
SHP003173,ORD003173,2,Karawal Nagar, Gujarat,Ecom Express,08-07-2026,15-07-2026,16-07-2026,Delivered,8,556.87,Standard,Delivered,,3,Average,No
SHP003174,ORD003174,18,Ramgarh, Mizoram,XpressBees,14-12-2024,19-12-2024,22-12-2024,Returned,8,601.63,Express,Returned to Warehouse,,4,Good,No
SHP003175,ORD003175,5,Bharatpur, Goa,Delhivery,20-07-2024,26-07-2024,25-07-2024,Delivered,5,562.07,Standard,Delivered,,5,Excellent,Yes
SHP003176,ORD003176,5,Jehanabad, Telangana,DTDC,05-04-2025,07-04-2025,08-04-2025,Delivered,3,865.39,Standard,Delivered,,4,Good,No
SHP003177,ORD003177,3,Shivpuri, Gujarat,Blue Dart,03-09-2024,09-09-2024,,In Transit,,574.66,Standard,Arrived at Hub,,,,Pending
SHP003178,ORD003178,18,Ambarnath, Odisha,Delhivery,06-10-2025,10-10-2025,,Out for Delivery,,365.47,Express,Out for Delivery,,,,Pending
SHP003179,ORD003179,6,Mathura, Haryana,Delhivery,27-11-2025,02-12-2025,04-12-2025,Delayed,7,857.73,Standard,Delivery Delayed,Supplier Delay,,,No
SHP003180,ORD003180,8,Bhubaneswar, Punjab,Blue Dart,22-03-2026,28-03-2026,,In Transit,,190.43,Express,Arrived at Hub,,,,Pending
SHP003181,ORD003181,14,Howrah, Tripura,XpressBees,08-01-2026,15-01-2026,16-01-2026,Delivered,8,126.15,Standard,Delivered,,4,Good,No
SHP003182,ORD003182,15,Bellary, Meghalaya,Blue Dart,19-12-2024,26-12-2024,28-12-2024,Returned,9,993.11,Standard,Returned to Warehouse,,5,Excellent,No
SHP003183,ORD003183,2,Allahabad, Tripura,Ecom Express,11-02-2025,18-02-2025,,In Transit,,706.34,Standard,Arrived at Hub,,,,Pending
SHP003184,ORD003184,24,Kharagpur, Kerala,XpressBees,14-12-2024,16-12-2024,16-12-2024,Delivered,2,206.68,Standard,Delivered,,3,Average,Yes
SHP003185,ORD003185,21,Mumbai, Kerala,Blue Dart,28-06-2026,30-06-2026,29-06-2026,Delivered,1,703.56,Standard,Delivered,,4,Good,Yes
SHP003186,ORD003186,4,Barasat, Chhattisgarh,Ecom Express,08-10-2025,14-10-2025,15-10-2025,Delivered,7,402.96,Standard,Delivered,,5,Excellent,No
SHP003187,ORD003187,24,Singrauli, Maharashtra,Blue Dart,21-10-2025,23-10-2025,24-10-2025,Delivered,3,192.29,Standard,Delivered,,3,Average,No
SHP003188,ORD003188,13,Cuttack, Madhya Pradesh,XpressBees,08-06-2025,10-06-2025,11-06-2025,Delivered,3,663.33,Standard,Delivered,,4,Good,No
SHP003189,ORD003189,9,Aurangabad, Himachal Pradesh,DTDC,07-04-2026,09-04-2026,10-04-2026,Delivered,3,822.13,Standard,Delivered,,5,Excellent,No
SHP003190,ORD003190,19,Nagaon, Nagaland,Ekart Logistics,18-04-2026,23-04-2026,23-04-2026,Delivered,5,516.58,Standard,Delivered,,3,Average,Yes
SHP003191,ORD003191,3,Dehradun, Kerala,Ecom Express,04-05-2025,07-05-2025,07-05-2025,Delivered,3,526.34,Standard,Delivered,,3,Average,Yes
SHP003192,ORD003192,11,Maheshtala, Odisha,Blue Dart,14-02-2026,16-02-2026,,Out for Delivery,,531.79,Standard,Out for Delivery,,,,Pending
SHP003193,ORD003193,2,Erode, Jharkhand,Ekart Logistics,30-09-2024,02-10-2024,,In Transit,,678.94,Standard,Arrived at Hub,,,,Pending
SHP003194,ORD003194,13,Patna, Tripura,XpressBees,03-04-2025,10-04-2025,10-04-2025,Delivered,7,134.25,Standard,Delivered,,4,Good,Yes
SHP003195,ORD003195,9,Vellore, Mizoram,Delhivery,14-05-2025,19-05-2025,,In Transit,,408.84,Standard,Arrived at Hub,,,,Pending
SHP003196,ORD003196,14,Unnao, Goa,Blue Dart,14-07-2025,18-07-2025,21-07-2025,Returned,7,266.45,Express,Returned to Warehouse,,5,Excellent,No
SHP003197,ORD003197,22,Machilipatnam, Sikkim,Ecom Express,17-04-2026,21-04-2026,23-04-2026,Returned,6,830.5,Standard,Returned to Warehouse,,4,Good,No
SHP003198,ORD003198,13,Allahabad, Odisha,DTDC,22-03-2025,24-03-2025,27-03-2025,Returned,5,728.57,Standard,Returned to Warehouse,,4,Good,No
SHP003199,ORD003199,2,Fatehpur, Maharashtra,Ecom Express,01-03-2025,04-03-2025,03-03-2025,Delivered,2,439.67,Express,Delivered,,3,Average,Yes
SHP003200,ORD003200,18,Warangal, Tamil Nadu,Ecom Express,17-08-2025,19-08-2025,,Out for Delivery,,783.75,Standard,Out for Delivery,,,,Pending
SHP003201,ORD003201,17,Purnia, Assam,Ecom Express,21-10-2025,24-10-2025,23-10-2025,Delivered,2,107.68,Standard,Delivered,,3,Average,Yes
SHP003202,ORD003202,4,Proddatur, Manipur,DTDC,09-05-2026,13-05-2026,14-05-2026,Delivered,5,168.05,Same Day,Delivered,,3,Average,No
SHP003203,ORD003203,17,Visakhapatnam, Madhya Pradesh,Delhivery,13-12-2024,15-12-2024,15-12-2024,Delivered,2,644.3,Express,Delivered,,3,Average,Yes
SHP003204,ORD003204,21,Yamunanagar, Punjab,Ekart Logistics,25-12-2024,31-12-2024,31-12-2024,Delivered,6,523.52,Express,Delivered,,3,Average,Yes
SHP003205,ORD003205,17,Vellore, Andhra Pradesh,DTDC,06-07-2025,11-07-2025,12-07-2025,Delivered,6,775.66,Standard,Delivered,,3,Average,No
SHP003206,ORD003206,3,Etawah, Maharashtra,Delhivery,13-11-2024,17-11-2024,16-11-2024,Delivered,3,197.12,Standard,Delivered,,4,Good,Yes
SHP003207,ORD003207,23,Jalgaon, Haryana,Delhivery,16-11-2025,22-11-2025,23-11-2025,Delivered,7,330.39,Same Day,Delivered,,4,Good,No
SHP003208,ORD003208,19,Adoni, Punjab,Blue Dart,31-01-2026,07-02-2026,08-02-2026,Delivered,8,744.02,Express,Delivered,,3,Average,No
SHP003209,ORD003209,6,Lucknow, Bihar,XpressBees,09-01-2026,12-01-2026,,In Transit,,885.47,Standard,Arrived at Hub,,,,Pending
SHP003210,ORD003210,5,Mirzapur, Himachal Pradesh,Blue Dart,16-02-2025,23-02-2025,24-02-2025,Delivered,8,852.79,Standard,Delivered,,4,Good,No
SHP003211,ORD003211,4,Dindigul, Odisha,Ekart Logistics,03-10-2025,07-10-2025,,In Transit,,128.06,Standard,Arrived at Hub,,,,Pending
SHP003212,ORD003212,13,Mathura, West Bengal,Ekart Logistics,12-02-2025,19-02-2025,19-02-2025,Delivered,7,198.84,Standard,Delivered,,3,Average,Yes
SHP003213,ORD003213,12,Suryapet, Karnataka,Delhivery,09-12-2024,11-12-2024,12-12-2024,Returned,3,433.12,Standard,Returned to Warehouse,,4,Good,No
SHP003214,ORD003214,22,Korba, Bihar,Delhivery,07-09-2025,11-09-2025,14-09-2025,Returned,7,699.02,Standard,Returned to Warehouse,,1,Very Poor,No
SHP003215,ORD003215,24,Medininagar, Punjab,Blue Dart,18-04-2025,25-04-2025,24-04-2025,Delivered,6,496.34,Standard,Delivered,,4,Good,Yes
SHP003216,ORD003216,9,Latur, Arunachal Pradesh,DTDC,21-12-2024,27-12-2024,28-12-2024,Delivered,7,961.97,Standard,Delivered,,3,Average,No
SHP003217,ORD003217,1,Ranchi, Arunachal Pradesh,XpressBees,05-03-2026,09-03-2026,,In Transit,,279.37,Standard,Arrived at Hub,,,,Pending
SHP003218,ORD003218,17,Kolkata, Manipur,Delhivery,21-10-2024,25-10-2024,,Out for Delivery,,739.22,Standard,Out for Delivery,,,,Pending
SHP003219,ORD003219,20,Katihar, West Bengal,Delhivery,12-11-2024,14-11-2024,15-11-2024,Delivered,3,703.84,Standard,Delivered,,3,Average,No
SHP003220,ORD003220,22,Anand, Gujarat,Ekart Logistics,04-02-2025,06-02-2025,06-02-2025,Delivered,2,276.88,Standard,Delivered,,4,Good,Yes
SHP003221,ORD003221,7,Kozhikode, Telangana,Delhivery,13-08-2025,16-08-2025,,In Transit,,837.1,Same Day,Arrived at Hub,,,,Pending
SHP003222,ORD003222,11,Gurgaon, Telangana,Ecom Express,31-01-2026,02-02-2026,02-02-2026,Delivered,2,742.03,Standard,Delivered,,3,Average,Yes
SHP003223,ORD003223,4,Durg, Meghalaya,DTDC,30-06-2026,02-07-2026,03-07-2026,Delivered,3,619.86,Standard,Delivered,,2,Poor,No
SHP003224,ORD003224,24,Ozhukarai, Jharkhand,Delhivery,24-08-2024,30-08-2024,29-08-2024,Delivered,5,626.13,Standard,Delivered,,4,Good,Yes
SHP003225,ORD003225,19,Bongaigaon, Karnataka,Blue Dart,18-07-2025,23-07-2025,,In Transit,,255.94,Standard,Arrived at Hub,,,,Pending
SHP003226,ORD003226,11,Nagercoil, Assam,XpressBees,24-04-2025,26-04-2025,28-04-2025,Returned,4,862.07,Standard,Returned to Warehouse,,3,Average,No
SHP003227,ORD003227,3,Allahabad, Tamil Nadu,Blue Dart,14-12-2024,20-12-2024,22-12-2024,Returned,8,770.48,Standard,Returned to Warehouse,,4,Good,No
SHP003228,ORD003228,13,Deoghar, Uttar Pradesh,Ecom Express,29-03-2025,03-04-2025,04-04-2025,Delivered,6,865.46,Standard,Delivered,,4,Good,No
SHP003229,ORD003229,24,Serampore, Karnataka,Delhivery,05-03-2025,07-03-2025,06-03-2025,Delivered,1,915.94,Standard,Delivered,,4,Good,Yes
SHP003230,ORD003230,1,Khandwa, Uttar Pradesh,Blue Dart,25-01-2026,31-01-2026,01-02-2026,Returned,7,367.86,Standard,Returned to Warehouse,,2,Poor,No
SHP003231,ORD003231,18,Rewa, Manipur,Blue Dart,27-10-2024,30-10-2024,,In Transit,,703.98,Standard,Arrived at Hub,,,,Pending
SHP003232,ORD003232,21,Aurangabad, Arunachal Pradesh,Ecom Express,20-03-2026,25-03-2026,25-03-2026,Delivered,5,742.8,Standard,Delivered,,2,Poor,Yes
SHP003233,ORD003233,20,Noida, Goa,Ekart Logistics,21-05-2026,28-05-2026,28-05-2026,Delivered,7,920.84,Standard,Delivered,,3,Average,Yes
SHP003234,ORD003234,22,Morena, Haryana,Blue Dart,17-11-2024,22-11-2024,24-11-2024,Returned,7,629.26,Standard,Returned to Warehouse,,3,Average,No
SHP003235,ORD003235,2,Phagwara, Tamil Nadu,Delhivery,06-03-2026,10-03-2026,11-03-2026,Delivered,5,117.37,Standard,Delivered,,3,Average,No
SHP003236,ORD003236,17,Coimbatore, Assam,Delhivery,29-12-2025,04-01-2026,04-01-2026,Delivered,6,153.41,Standard,Delivered,,4,Good,Yes
SHP003237,ORD003237,8,Kakinada, Karnataka,Delhivery,18-05-2025,24-05-2025,24-05-2025,Delivered,6,375.8,Standard,Delivered,,4,Good,Yes
SHP003238,ORD003238,5,Thiruvananthapuram, Himachal Pradesh,Delhivery,09-05-2026,12-05-2026,,In Transit,,824.2,Standard,Arrived at Hub,,,,Pending
SHP003239,ORD003239,7,Mysore, Kerala,Delhivery,09-11-2024,15-11-2024,16-11-2024,Delivered,7,190.49,Same Day,Delivered,,3,Average,No
SHP003240,ORD003240,9,Chinsurah, Assam,Delhivery,03-02-2026,07-02-2026,07-02-2026,Delivered,4,122.91,Same Day,Delivered,,2,Poor,Yes
SHP003241,ORD003241,2,Noida, Tripura,DTDC,04-12-2024,11-12-2024,12-12-2024,Delivered,8,329.25,Same Day,Delivered,,3,Average,No
SHP003242,ORD003242,14,Amaravati, West Bengal,Ecom Express,12-12-2025,14-12-2025,16-12-2025,Returned,4,648.95,Standard,Returned to Warehouse,,5,Excellent,No
SHP003243,ORD003243,11,Jammu, Tripura,Shadowfax,12-10-2024,17-10-2024,17-10-2024,Delivered,5,457.24,Standard,Delivered,,5,Excellent,Yes
SHP003244,ORD003244,24,Siliguri, Telangana,Delhivery,25-10-2025,31-10-2025,,In Transit,,709,Standard,Arrived at Hub,,,,Pending
SHP003245,ORD003245,5,Satna, Punjab,Ekart Logistics,28-08-2024,30-08-2024,,In Transit,,946.66,Standard,Arrived at Hub,,,,Pending
SHP003246,ORD003246,2,Patiala, Punjab,Blue Dart,27-07-2024,30-07-2024,,In Transit,,393.26,Standard,Arrived at Hub,,,,Pending
SHP003247,ORD003247,20,Ambala, Sikkim,Blue Dart,23-07-2024,25-07-2024,25-07-2024,Delivered,2,196.29,Standard,Delivered,,3,Average,Yes
SHP003248,ORD003248,11,Bardhaman, Sikkim,XpressBees,07-02-2026,10-02-2026,09-02-2026,Delivered,2,955.15,Standard,Delivered,,3,Average,Yes
SHP003249,ORD003249,9,Naihati, Bihar,DTDC,10-08-2024,14-08-2024,13-08-2024,Delivered,3,826.53,Standard,Delivered,,3,Average,Yes
SHP003250,ORD003250,6,Gulbarga, Chhattisgarh,Ecom Express,02-07-2025,08-07-2025,07-07-2025,Delivered,5,511.12,Standard,Delivered,,2,Poor,Yes
SHP003251,ORD003251,14,Aurangabad, Tripura,India Post,19-08-2025,26-08-2025,25-08-2025,Delivered,6,640.12,Express,Delivered,,4,Good,Yes
SHP003252,ORD003252,9,Bhiwandi, Assam,Blue Dart,07-04-2025,14-04-2025,13-04-2025,Delivered,6,160.04,Standard,Delivered,,5,Excellent,Yes
SHP003253,ORD003253,18,Proddatur, Maharashtra,Blue Dart,23-07-2024,29-07-2024,29-07-2024,Delivered,6,791.23,Express,Delivered,,4,Good,Yes
SHP003254,ORD003254,8,Surendranagar Dudhrej, Haryana,DTDC,15-03-2025,22-03-2025,28-03-2025,Delayed,13,749.83,Standard,Delivery Delayed,Weather,,,No
SHP003255,ORD003255,14,Danapur, Goa,DTDC,07-12-2024,10-12-2024,,In Transit,,662.88,Standard,Arrived at Hub,,,,Pending
SHP003256,ORD003256,4,Jammu, Haryana,XpressBees,25-10-2025,01-11-2025,,In Transit,,402.03,Standard,Arrived at Hub,,,,Pending
SHP003257,ORD003257,1,Bharatpur, Haryana,DTDC,06-06-2025,08-06-2025,09-06-2025,Delivered,3,399.83,Standard,Delivered,,4,Good,No
SHP003258,ORD003258,23,Raurkela Industrial Township, Maharashtra,Ekart Logistics,26-02-2025,02-03-2025,02-03-2025,Delivered,4,595.38,Standard,Delivered,,2,Poor,Yes
